     velsurf       thk_regu           glen
     32.4781        13.5549        -0.4032
     31.4007        13.4752        -0.4032
     30.3900        13.4081        -0.4032
     29.4599        13.3357        -0.4032
     28.5965        13.2612        -0.4032
     27.7854        13.1950        -0.4032
     27.0317        13.1275        -0.4032
     26.3205        13.0593        -0.4032
     25.6542        12.9980        -0.4032
     25.0683        12.9272        -0.4032
     24.5260        12.8688        -0.4032
     24.0124        12.8060        -0.4032
     23.5487        12.7454        -0.4032
     23.1566        12.6845        -0.4032
     22.7658        12.6292        -0.4032
     22.4176        12.5729        -0.4032
     22.1041        12.5162        -0.4032
     21.8071        12.4629        -0.4032
     21.5561        12.4228        -0.4032
     21.2990        12.3690        -0.4032
     21.0774        12.3407        -0.4032
     20.8700        12.2813        -0.4032
     20.6809        12.2500        -0.4032
     20.5012        12.2101        -0.4032
     20.3522        12.1773        -0.4032
     20.2068        12.1349        -0.4032
     20.0881        12.1052        -0.4032
     19.9456        12.0645        -0.4032
     19.8431        12.0409        -0.4032
     19.7296        11.9989        -0.4032
     19.6499        11.9775        -0.4032
     19.5664        11.9370        -0.4032
     19.4827        11.9190        -0.4032
     19.3888        11.8899        -0.4032
     19.3178        11.8749        -0.4032
     19.2330        11.8413        -0.4032
     19.1688        11.8306        -0.4032
     19.1122        11.7980        -0.4032
     19.0458        11.7903        -0.4032
     18.9776        11.7657        -0.4032
     18.9082        11.7617        -0.4032
     18.8459        11.7404        -0.4032
     18.7924        11.7375        -0.4032
     18.7341        11.7126        -0.4032
     18.6882        11.7080        -0.4032
     18.6408        11.6845        -0.4032
     18.6132        11.6845        -0.4032
     18.5751        11.6561        -0.4032
     18.5720        11.6582        -0.4032
     18.5440        11.6380        -0.4032
     18.5633        11.6410        -0.4032
     18.5344        11.6278        -0.4032
     18.5533        11.6310        -0.4032
     18.5313        11.6181        -0.4032
     18.5494        11.6192        -0.4032
     18.5262        11.6100        -0.4032
     18.5430        11.6107        -0.4032
     18.5210        11.6031        -0.4032
     18.5376        11.6018        -0.4032
     18.5186        11.5964        -0.4032
     18.5338        11.5938        -0.4032
     18.5200        11.5873        -0.4032
     18.5337        11.5878        -0.4032
     18.5169        11.5810        -0.4032
     18.5313        11.5833        -0.4032
     18.5157        11.5761        -0.4032
     18.5365        11.5732        -0.4032
     18.5196        11.5718        -0.4032
     18.5324        11.5731        -0.4032
     18.5211        11.5663        -0.4032
     18.5253        11.5736        -0.4032
     18.5172        11.5644        -0.4032
     18.5211        11.5697        -0.4032
     18.5156        11.5644        -0.4032
     18.5160        11.5715        -0.4032
     18.5141        11.5639        -0.4032
     18.5172        11.5703        -0.4032
     18.5143        11.5639        -0.4032
     18.5127        11.5702        -0.4032
     18.5086        11.5658        -0.4032
     18.5056        11.5730        -0.1335
     61.5865        11.5664        -0.1335
     60.3867        11.6690        -0.1335
     59.2448        11.8066        -0.1335
     58.1801        11.9604        -0.1335
     57.1713        12.1249        -0.1335
     56.2157        12.2946        -0.1335
     55.3162        12.4608        -0.1335
     54.4544        12.6300        -0.1335
     53.6286        12.8035        -0.1335
     52.8432        12.9710        -0.1335
     52.0863        13.1352        -0.1335
     51.3773        13.2901        -0.1335
     50.7047        13.4438        -0.1335
     50.0560        13.5943        -0.1335
     49.4463        13.7353        -0.1335
     48.8509        13.8758        -0.1335
     48.2875        14.0097        -0.1335
     47.7265        14.1507        -0.1335
     47.1805        14.2908        -0.1335
     46.6437        14.4299        -0.1335
     46.1341        14.5545        -0.1335
     45.6078        14.6909        -0.1335
     45.1126        14.8137        -0.1335
     44.6161        14.9432        -0.1335
     44.1422        15.0700        -0.1335
     43.6738        15.1922        -0.1335
     43.2295        15.3153        -0.1335
     42.7889        15.4333        -0.1335
     42.3708        15.5473        -0.1335
     41.9507        15.6609        -0.1335
     41.5472        15.7760        -0.1335
     41.1608        15.8846        -0.1335
     40.7863        15.9925        -0.1335
     40.4263        16.0951        -0.1335
     40.0753        16.1952        -0.1335
     39.7295        16.2968        -0.1335
     39.4100        16.3863        -0.1335
     39.0828        16.4896        -0.1335
     38.7790        16.5787        -0.1335
     38.4752        16.6725        -0.1335
     38.1965        16.7536        -0.1335
     37.9092        16.8489        -0.1335
     37.6540        16.9289        -0.1335
     37.3980        17.0148        -0.1335
     37.1698        17.0875        -0.1335
     36.9438        17.1608        -0.1335
     36.7313        17.2319        -0.1335
     36.5355        17.2940        -0.1335
     36.3474        17.3486        -0.1335
     36.1575        17.4175        -0.1335
     35.9830        17.4664        -0.1335
     35.8113        17.5227        -0.1335
     35.6469        17.5711        -0.1335
     35.4854        17.6291        -0.1335
     35.3369        17.6711        -0.1335
     35.1766        17.7374        -0.1335
     35.0416        17.7725        -0.1335
     34.8997        17.8297        -0.1335
     34.7774        17.8635        -0.1335
     34.6505        17.9125        -0.1335
     34.5447        17.9395        -0.1335
     34.4321        17.9813        -0.1335
     34.3374        18.0054        -0.1335
     34.2234        18.0532        -0.1335
     34.1431        18.0685        -0.1335
     34.0383        18.1133        -0.1335
     33.9681        18.1239        -0.1335
     33.8770        18.1621        -0.1335
     33.8114        18.1760        -0.1335
     33.7276        18.2119        -0.1335
     33.6686        18.2291        -0.1335
     33.5940        18.2550        -0.1335
     33.5404        18.2688        -0.1335
     33.4657        18.2976        -0.1335
     33.4156        18.3093        -0.1335
     33.3482        18.3370        -0.1335
     33.3040        18.3452        -0.1335
     33.2378        18.3728        -0.1335
     33.2008        18.3770        -0.1335
     33.1411        18.3965        -0.1335
     33.0980        18.4047        -0.1335
     33.0438        18.4232        -0.1335
     33.0086        18.4268        -0.1335
     32.9634        18.4421        -0.1335
     32.9226        18.4515        -0.1335
     32.8798        18.4633        -0.1335
     32.8491        18.4702        -0.1335
     32.8092        18.4794        -0.1335
     32.7737        18.4928        -0.1335
     32.7392        18.5020        -0.1335
     32.7084        18.5102        -0.1335
     32.6807        18.5162        -0.1335
     32.6586        18.5216        -0.1335
     32.6294        18.5322        -0.1335
     32.6027        18.5388        -0.1335
     32.5812        18.5464        -0.1335
     32.5564        18.5564        -0.1335
     32.5335        18.5657        -0.1335
     32.5190        18.5664        -0.1335
     32.4913        18.5785        -0.9793
    568.4014        18.5825        -0.9793
