dis_along_flowline,area,mean_elevation,slope,consensus_ice_thickness,millan_ice_thickness,millan_v,hugonnet_dhdt,bin_elevation,dx,width
3427.9530408277246,530000.0,5444.96630859375,0.1816033273935318,82.67225591304198,346.5149495003439,74.0596539986686,-0.5778833031654358,5445.0,163.3751723907475,3244.0669671178
3586.79092866688,600000.0,5414.484375,0.1920299381017685,87.56094426131342,352.968632874592,67.49757057819639,-0.756856381893158,5415.0,154.30060328756375,3888.5136364749296
3727.3510473934793,730000.0,5384.515625,0.23228642344474792,91.9067130292297,330.41422468703007,46.77945701275876,-0.9385740756988525,5385.0,126.81963416563482,5756.20648019353
3894.4660971483995,950000.0,5353.72314453125,0.1436445266008377,115.83855452850614,377.9153667167062,43.96013033400352,-1.1711325645446777,5355.0,207.41046534420533,4580.289612789981
4128.047835179451,1000000.0,5323.61376953125,0.11498487740755081,136.432137444731,446.9425273251099,61.733489406390454,-1.227752923965454,5325.0,259.7530107178976,3849.8110079118233
4386.787163391588,990000.0,5294.9609375,0.11588134616613388,140.7389523070723,455.6611417502607,47.59172958522392,-1.2085822820663452,5295.0,257.72564570637803,3841.294091189855
4653.1281575712155,1130000.0,5265.4501953125,0.10867833346128464,141.68749177701017,459.4967698447209,43.8160103614847,-1.1244843006134033,5265.0,274.9563426528758,4109.74334724328
4900.322369154406,930000.0,5234.9755859375,0.1358741819858551,137.4950039856802,458.1001935556057,45.95512347342661,-1.0627003908157349,5235.0,219.43208051350484,4238.213472814262
5107.430631285189,940000.0,5204.84130859375,0.15281563997268677,137.60963735828835,465.4480361270379,37.66697058821794,-1.2365095615386963,5205.0,194.78444374805989,4825.847392699514
5311.90771562464,1080000.0,5174.078125,0.139170303940773,142.60924517230654,470.74504752152916,25.79205934788079,-1.144546627998352,5175.0,214.1697249308443,5042.729547085768
5614.1519535223115,1370000.0,5144.22998046875,0.07670944184064865,166.17815756705642,551.9185215876831,22.5240412974686,-1.1158638000488281,5145.0,390.31875086449804,3509.951794438913
6053.3892612720765,1240000.0,5114.5302734375,0.061378587037324905,170.25301023012943,519.9591956885959,18.069891907320827,-0.9131088256835938,5115.0,488.15586463503206,2540.172288879662
6473.48347580491,1010000.0,5085.36865234375,0.0850139856338501,160.9725619291799,460.81966145019203,16.38447086545873,-0.7791225910186768,5085.0,352.0325644306344,2869.0527583251846
6868.044459464057,960000.0,5055.79052734375,0.06852836906909943,142.71302015330758,449.37119225336295,15.057371319449008,-0.8455958962440491,5055.0,437.0894028876581,2196.3470028275697
7351.248038445439,880000.0,5024.4482421875,0.05661616101861,172.85227026562447,596.9238834832811,16.675783002444767,-0.7666005492210388,5025.0,529.3177550751066,1662.517441673828
7947.7974415897825,650000.0,4996.38525390625,0.045164890587329865,181.85805792470973,714.9630772429729,23.947839216257357,-0.9941768050193787,4995.0,663.7810512135798,979.2385588766294
8510.12091053737,440000.0,4964.83154296875,0.06500314921140671,154.9257089556501,572.0097602923217,19.31999005930041,-0.7414290904998779,4965.0,460.865886681595,954.7246014847462
9016.559038137408,490000.0,4932.88818359375,0.05429339408874512,150.43963108377264,554.4306070473388,23.60172535362198,-0.7091522812843323,4935.0,552.0103685184831,887.6644859318312
9492.9761659238,490000.0,4905.50146484375,0.0747065469622612,139.78969302838192,561.2324431537444,19.64117376299648,-0.6909121870994568,4905.0,400.8238870543009,1222.4820321988898
9928.043332059526,420000.0,4875.7568359375,0.0638367161154747,135.69912709339226,565.6291401646267,18.252566406525727,-0.41868287324905396,4875.0,469.3104452171517,894.9300069502276
10324.000803394882,280000.0,4846.13623046875,0.0927264466881752,113.05696080996685,457.40036661444185,17.071437325493328,-0.19400671124458313,4845.0,322.60449745355885,867.9358229973466
10651.053281724378,490000.0,4816.08935546875,0.09025176614522934,94.47872753768802,474.6886873008491,15.96703970999586,-0.18569983541965485,4815.0,331.50045920543613,1478.127665869504
11272.77450244044,250000.0,4792.8203125,0.03288497030735016,95.01637107303804,444.3956117961173,6.04024961808443,-0.1212974563241005,4785.0,911.9419822266844,274.1402467178627
